Date,Open,High,Low,Close,Volume,Adj Close
20150617 10:23:54.600,5021.4,5021.4,5021.4,5021.4,309949,5021.4
20150617 10:23:55.100,5021.0,5021.0,5021.0,5021.0,310096,5021.0
20150617 10:23:55.600,5021.2,5021.2,5021.2,5021.2,310241,5021.2
20150617 10:23:56.100,5021.8,5021.8,5021.8,5021.8,310409,5021.8
20150617 10:23:56.600,5022.2,5022.2,5022.2,5022.2,310507,5022.2
20150617 10:23:57.100,5023.0,5023.0,5023.0,5023.0,310614,5023.0
20150617 10:23:57.600,5023.2,5023.2,5023.2,5023.2,310687,5023.2
20150617 10:23:58.100,5023.2,5023.2,5023.2,5023.2,310837,5023.2
20150617 10:23:58.600,5023.4,5023.4,5023.4,5023.4,310890,5023.4
20150617 10:23:59.100,5023.2,5023.2,5023.2,5023.2,310948,5023.2
20150617 10:23:59.600,5023.4,5023.4,5023.4,5023.4,311019,5023.4
20150617 10:24:00.100,5022.4,5022.4,5022.4,5022.4,311092,5022.4
20150617 10:24:00.600,5021.8,5021.8,5021.8,5021.8,311135,5021.8
20150617 10:24:01.100,5022.2,5022.2,5022.2,5022.2,311211,5022.2
20150617 10:24:01.600,5023.0,5023.0,5023.0,5023.0,311296,5023.0
20150617 10:24:02.100,5023.8,5023.8,5023.8,5023.8,311369,5023.8
20150617 10:24:02.600,5023.4,5023.4,5023.4,5023.4,311466,5023.4
20150617 10:24:03.100,5021.8,5021.8,5021.8,5021.8,311577,5021.8
20150617 10:24:03.600,5021.4,5021.4,5021.4,5021.4,311685,5021.4
20150617 10:24:04.100,5020.2,5020.2,5020.2,5020.2,311762,5020.2
20150617 10:24:04.600,5020.2,5020.2,5020.2,5020.2,311884,5020.2
20150617 10:24:05.100,5019.2,5019.2,5019.2,5019.2,312021,5019.2
20150617 10:24:05.600,5017.4,5017.4,5017.4,5017.4,312188,5017.4
20150617 10:24:06.100,5017.4,5017.4,5017.4,5017.4,312446,5017.4
20150617 10:24:06.600,5018.0,5018.0,5018.0,5018.0,312674,5018.0
20150617 10:24:07.100,5017.4,5017.4,5017.4,5017.4,312812,5017.4
20150617 10:24:07.600,5016.4,5016.4,5016.4,5016.4,312916,5016.4
20150617 10:24:08.100,5016.4,5016.4,5016.4,5016.4,313028,5016.4
20150617 10:24:08.600,5015.6,5015.6,5015.6,5015.6,313206,5015.6
20150617 10:24:09.100,5015.0,5015.0,5015.0,5015.0,313406,5015.0
20150617 10:24:09.600,5016.6,5016.6,5016.6,5016.6,313653,5016.6
20150617 10:24:10.100,5016.4,5016.4,5016.4,5016.4,313790,5016.4
20150617 10:24:10.600,5016.0,5016.0,5016.0,5016.0,313914,5016.0
20150617 10:24:11.100,5016.2,5016.2,5016.2,5016.2,314003,5016.2
20150617 10:24:11.600,5015.2,5015.2,5015.2,5015.2,314076,5015.2
20150617 10:24:12.100,5015.2,5015.2,5015.2,5015.2,314153,5015.2
20150617 10:24:12.600,5015.2,5015.2,5015.2,5015.2,314244,5015.2
20150617 10:24:13.100,5014.6,5014.6,5014.6,5014.6,314335,5014.6
20150617 10:24:13.600,5014.0,5014.0,5014.0,5014.0,314409,5014.0
20150617 10:24:14.100,5014.0,5014.0,5014.0,5014.0,314535,5014.0
20150617 10:24:14.600,5013.8,5013.8,5013.8,5013.8,314648,5013.8
20150617 10:24:15.100,5014.6,5014.6,5014.6,5014.6,314715,5014.6
20150617 10:24:15.600,5015.0,5015.0,5015.0,5015.0,314845,5015.0
20150617 10:24:16.100,5015.4,5015.4,5015.4,5015.4,314917,5015.4
20150617 10:24:16.600,5015.6,5015.6,5015.6,5015.6,315004,5015.6
20150617 10:24:17.100,5016.4,5016.4,5016.4,5016.4,315060,5016.4
20150617 10:24:17.600,5016.4,5016.4,5016.4,5016.4,315196,5016.4
20150617 10:24:18.100,5015.6,5015.6,5015.6,5015.6,315263,5015.6
20150617 10:24:18.600,5015.8,5015.8,5015.8,5015.8,315311,5015.8
20150617 10:24:19.100,5015.4,5015.4,5015.4,5015.4,315353,5015.4
20150617 10:24:19.600,5014.4,5014.4,5014.4,5014.4,315394,5014.4
20150617 10:24:20.100,5014.4,5014.4,5014.4,5014.4,315479,5014.4
20150617 10:24:20.600,5014.4,5014.4,5014.4,5014.4,315535,5014.4
20150617 10:24:21.100,5013.0,5013.0,5013.0,5013.0,315591,5013.0
20150617 10:24:21.600,5013.6,5013.6,5013.6,5013.6,315672,5013.6
20150617 10:24:22.100,5013.6,5013.6,5013.6,5013.6,315820,5013.6
20150617 10:24:22.600,5014.8,5014.8,5014.8,5014.8,315915,5014.8
20150617 10:24:23.100,5015.0,5015.0,5015.0,5015.0,315963,5015.0
20150617 10:24:23.600,5015.8,5015.8,5015.8,5015.8,316029,5015.8
20150617 10:24:24.100,5017.4,5017.4,5017.4,5017.4,316085,5017.4
20150617 10:24:24.600,5016.4,5016.4,5016.4,5016.4,316131,5016.4
20150617 10:24:25.100,5016.4,5016.4,5016.4,5016.4,316170,5016.4
20150617 10:24:25.600,5016.0,5016.0,5016.0,5016.0,316238,5016.0
20150617 10:24:26.100,5016.2,5016.2,5016.2,5016.2,316273,5016.2
20150617 10:24:26.600,5014.8,5014.8,5014.8,5014.8,316341,5014.8
20150617 10:24:27.100,5015.8,5015.8,5015.8,5015.8,316375,5015.8
20150617 10:24:27.600,5014.8,5014.8,5014.8,5014.8,316443,5014.8
20150617 10:24:28.100,5016.2,5016.2,5016.2,5016.2,316529,5016.2
20150617 10:24:28.600,5016.8,5016.8,5016.8,5016.8,316605,5016.8
20150617 10:24:29.100,5016.4,5016.4,5016.4,5016.4,316672,5016.4
20150617 10:24:29.600,5015.4,5015.4,5015.4,5015.4,316703,5015.4
20150617 10:24:30.100,5015.8,5015.8,5015.8,5015.8,316734,5015.8
20150617 10:24:30.600,5015.0,5015.0,5015.0,5015.0,316765,5015.0
20150617 10:24:31.100,5015.2,5015.2,5015.2,5015.2,316793,5015.2
20150617 10:24:31.600,5015.0,5015.0,5015.0,5015.0,316834,5015.0
20150617 10:24:32.100,5015.6,5015.6,5015.6,5015.6,316853,5015.6
20150617 10:24:32.600,5015.8,5015.8,5015.8,5015.8,316893,5015.8
20150617 10:24:33.100,5015.8,5015.8,5015.8,5015.8,316926,5015.8
20150617 10:24:33.600,5014.8,5014.8,5014.8,5014.8,316949,5014.8
20150617 10:24:34.100,5016.0,5016.0,5016.0,5016.0,317002,5016.0
20150617 10:24:34.600,5015.8,5015.8,5015.8,5015.8,317033,5015.8
20150617 10:24:35.100,5015.2,5015.2,5015.2,5015.2,317094,5015.2
20150617 10:24:35.600,5014.8,5014.8,5014.8,5014.8,317127,5014.8
20150617 10:24:36.100,5014.8,5014.8,5014.8,5014.8,317163,5014.8
20150617 10:24:36.600,5013.8,5013.8,5013.8,5013.8,317194,5013.8
20150617 10:24:37.100,5014.2,5014.2,5014.2,5014.2,317232,5014.2
20150617 10:24:37.600,5014.4,5014.4,5014.4,5014.4,317329,5014.4
20150617 10:24:38.100,5014.6,5014.6,5014.6,5014.6,317387,5014.6
20150617 10:24:38.600,5014.8,5014.8,5014.8,5014.8,317482,5014.8
20150617 10:24:39.100,5014.4,5014.4,5014.4,5014.4,317547,5014.4
20150617 10:24:39.600,5014.4,5014.4,5014.4,5014.4,317572,5014.4
20150617 10:24:40.100,5014.8,5014.8,5014.8,5014.8,317615,5014.8
20150617 10:24:40.600,5014.8,5014.8,5014.8,5014.8,317649,5014.8
20150617 10:24:41.100,5014.0,5014.0,5014.0,5014.0,317672,5014.0
20150617 10:24:41.600,5014.6,5014.6,5014.6,5014.6,317713,5014.6
20150617 10:24:42.100,5015.8,5015.8,5015.8,5015.8,317805,5015.8
20150617 10:24:42.600,5014.8,5014.8,5014.8,5014.8,317875,5014.8
20150617 10:24:43.100,5014.6,5014.6,5014.6,5014.6,317924,5014.6
20150617 10:24:43.600,5014.4,5014.4,5014.4,5014.4,317965,5014.4
20150617 10:24:44.100,5013.8,5013.8,5013.8,5013.8,318017,5013.8
20150617 10:24:44.600,5015.0,5015.0,5015.0,5015.0,318051,5015.0
20150617 10:24:45.100,5015.0,5015.0,5015.0,5015.0,318096,5015.0
20150617 10:24:45.600,5015.4,5015.4,5015.4,5015.4,318118,5015.4
20150617 10:24:46.100,5015.4,5015.4,5015.4,5015.4,318183,5015.4
20150617 10:24:46.600,5015.4,5015.4,5015.4,5015.4,318201,5015.4
20150617 10:24:47.100,5015.6,5015.6,5015.6,5015.6,318225,5015.6
20150617 10:24:47.600,5016.0,5016.0,5016.0,5016.0,318252,5016.0
20150617 10:24:48.100,5015.6,5015.6,5015.6,5015.6,318268,5015.6
20150617 10:24:48.600,5016.0,5016.0,5016.0,5016.0,318311,5016.0
20150617 10:24:49.100,5015.6,5015.6,5015.6,5015.6,318355,5015.6
20150617 10:24:49.600,5015.6,5015.6,5015.6,5015.6,318376,5015.6
20150617 10:24:50.100,5015.4,5015.4,5015.4,5015.4,318395,5015.4
20150617 10:24:50.600,5015.4,5015.4,5015.4,5015.4,318416,5015.4
20150617 10:24:51.100,5015.4,5015.4,5015.4,5015.4,318438,5015.4
20150617 10:24:51.600,5015.0,5015.0,5015.0,5015.0,318462,5015.0
20150617 10:24:52.100,5015.6,5015.6,5015.6,5015.6,318496,5015.6
20150617 10:24:52.600,5015.6,5015.6,5015.6,5015.6,318513,5015.6
20150617 10:24:53.100,5015.2,5015.2,5015.2,5015.2,318618,5015.2
20150617 10:24:53.600,5016.0,5016.0,5016.0,5016.0,318642,5016.0
20150617 10:24:54.100,5016.2,5016.2,5016.2,5016.2,318683,5016.2
20150617 10:24:54.600,5016.8,5016.8,5016.8,5016.8,318732,5016.8
20150617 10:24:55.100,5016.8,5016.8,5016.8,5016.8,318775,5016.8
20150617 10:24:55.600,5017.0,5017.0,5017.0,5017.0,318815,5017.0
20150617 10:24:56.100,5015.6,5015.6,5015.6,5015.6,318859,5015.6
20150617 10:24:56.600,5017.0,5017.0,5017.0,5017.0,318899,5017.0
20150617 10:24:57.100,5016.8,5016.8,5016.8,5016.8,318925,5016.8
20150617 10:24:57.600,5016.8,5016.8,5016.8,5016.8,318948,5016.8
20150617 10:24:58.100,5016.8,5016.8,5016.8,5016.8,318979,5016.8
20150617 10:24:58.600,5016.8,5016.8,5016.8,5016.8,319010,5016.8
20150617 10:24:59.100,5016.6,5016.6,5016.6,5016.6,319075,5016.6
20150617 10:24:59.600,5016.6,5016.6,5016.6,5016.6,319129,5016.6
20150617 10:25:00.100,5016.6,5016.6,5016.6,5016.6,319183,5016.6
20150617 10:25:00.600,5015.4,5015.4,5015.4,5015.4,319233,5015.4
20150617 10:25:01.100,5013.0,5013.0,5013.0,5013.0,319358,5013.0
20150617 10:25:01.600,5011.8,5011.8,5011.8,5011.8,319443,5011.8
20150617 10:25:02.100,5011.2,5011.2,5011.2,5011.2,319561,5011.2
20150617 10:25:02.600,5012.0,5012.0,5012.0,5012.0,319662,5012.0
20150617 10:25:03.100,5013.0,5013.0,5013.0,5013.0,319755,5013.0
20150617 10:25:03.600,5014.0,5014.0,5014.0,5014.0,319802,5014.0
20150617 10:25:04.100,5014.2,5014.2,5014.2,5014.2,319867,5014.2
20150617 10:25:04.600,5013.6,5013.6,5013.6,5013.6,319942,5013.6
20150617 10:25:05.100,5013.8,5013.8,5013.8,5013.8,319992,5013.8
20150617 10:25:05.600,5013.2,5013.2,5013.2,5013.2,320060,5013.2
20150617 10:25:06.100,5012.8,5012.8,5012.8,5012.8,320097,5012.8
20150617 10:25:06.600,5012.8,5012.8,5012.8,5012.8,320123,5012.8
20150617 10:25:07.100,5012.2,5012.2,5012.2,5012.2,320155,5012.2
20150617 10:25:07.600,5012.8,5012.8,5012.8,5012.8,320221,5012.8
20150617 10:25:08.100,5011.2,5011.2,5011.2,5011.2,320266,5011.2
20150617 10:25:08.600,5011.8,5011.8,5011.8,5011.8,320304,5011.8
20150617 10:25:09.100,5011.4,5011.4,5011.4,5011.4,320411,5011.4
20150617 10:25:09.600,5011.2,5011.2,5011.2,5011.2,320462,5011.2
20150617 10:25:10.100,5011.2,5011.2,5011.2,5011.2,320526,5011.2
20150617 10:25:10.600,5011.2,5011.2,5011.2,5011.2,320586,5011.2
20150617 10:25:11.100,5011.4,5011.4,5011.4,5011.4,320631,5011.4
20150617 10:25:11.600,5011.8,5011.8,5011.8,5011.8,320697,5011.8
20150617 10:25:12.100,5012.4,5012.4,5012.4,5012.4,320741,5012.4
20150617 10:25:12.600,5012.2,5012.2,5012.2,5012.2,320784,5012.2
20150617 10:25:13.100,5013.0,5013.0,5013.0,5013.0,320812,5013.0
20150617 10:25:13.600,5013.0,5013.0,5013.0,5013.0,320898,5013.0
20150617 10:25:14.100,5013.2,5013.2,5013.2,5013.2,320943,5013.2
20150617 10:25:14.600,5013.6,5013.6,5013.6,5013.6,320969,5013.6
20150617 10:25:15.100,5013.6,5013.6,5013.6,5013.6,321035,5013.6
20150617 10:25:15.600,5013.4,5013.4,5013.4,5013.4,321069,5013.4
20150617 10:25:16.100,5014.6,5014.6,5014.6,5014.6,321114,5014.6
20150617 10:25:16.600,5013.8,5013.8,5013.8,5013.8,321207,5013.8
20150617 10:25:17.100,5015.0,5015.0,5015.0,5015.0,321247,5015.0
20150617 10:25:17.600,5015.2,5015.2,5015.2,5015.2,321297,5015.2
20150617 10:25:18.100,5015.8,5015.8,5015.8,5015.8,321327,5015.8
20150617 10:25:18.600,5016.0,5016.0,5016.0,5016.0,321368,5016.0
20150617 10:25:19.100,5015.8,5015.8,5015.8,5015.8,321428,5015.8
20150617 10:25:19.600,5016.4,5016.4,5016.4,5016.4,321451,5016.4
20150617 10:25:20.100,5016.6,5016.6,5016.6,5016.6,321533,5016.6
20150617 10:25:20.600,5016.6,5016.6,5016.6,5016.6,321593,5016.6
20150617 10:25:21.100,5017.0,5017.0,5017.0,5017.0,321638,5017.0
20150617 10:25:21.600,5017.6,5017.6,5017.6,5017.6,321671,5017.6
20150617 10:25:22.100,5019.0,5019.0,5019.0,5019.0,321755,5019.0
20150617 10:25:22.600,5020.2,5020.2,5020.2,5020.2,321835,5020.2
20150617 10:25:23.100,5021.8,5021.8,5021.8,5021.8,321977,5021.8
20150617 10:25:23.600,5021.8,5021.8,5021.8,5021.8,322180,5021.8
20150617 10:25:24.100,5021.4,5021.4,5021.4,5021.4,322307,5021.4
20150617 10:25:24.600,5021.6,5021.6,5021.6,5021.6,322479,5021.6
20150617 10:25:25.100,5020.4,5020.4,5020.4,5020.4,322622,5020.4
20150617 10:25:25.600,5021.2,5021.2,5021.2,5021.2,322670,5021.2
20150617 10:25:26.100,5021.4,5021.4,5021.4,5021.4,322727,5021.4
20150617 10:25:26.600,5021.6,5021.6,5021.6,5021.6,322778,5021.6
20150617 10:25:27.100,5022.4,5022.4,5022.4,5022.4,322933,5022.4
20150617 10:25:27.600,5020.6,5020.6,5020.6,5020.6,323051,5020.6
20150617 10:25:28.100,5021.2,5021.2,5021.2,5021.2,323151,5021.2
20150617 10:25:28.600,5021.0,5021.0,5021.0,5021.0,323275,5021.0
20150617 10:25:29.100,5021.0,5021.0,5021.0,5021.0,323347,5021.0
20150617 10:25:29.600,5021.0,5021.0,5021.0,5021.0,323393,5021.0
20150617 10:25:30.100,5021.2,5021.2,5021.2,5021.2,323444,5021.2
20150617 10:25:30.600,5020.8,5020.8,5020.8,5020.8,323569,5020.8
20150617 10:25:31.100,5020.4,5020.4,5020.4,5020.4,323644,5020.4
20150617 10:25:31.600,5019.4,5019.4,5019.4,5019.4,323692,5019.4
20150617 10:25:32.100,5019.4,5019.4,5019.4,5019.4,323729,5019.4
20150617 10:25:32.600,5020.2,5020.2,5020.2,5020.2,323789,5020.2
20150617 10:25:33.100,5020.8,5020.8,5020.8,5020.8,323840,5020.8
20150617 10:25:33.600,5020.2,5020.2,5020.2,5020.2,323946,5020.2
20150617 10:25:34.100,5020.6,5020.6,5020.6,5020.6,323980,5020.6
20150617 10:25:34.600,5020.6,5020.6,5020.6,5020.6,324003,5020.6
20150617 10:25:35.100,5020.6,5020.6,5020.6,5020.6,324059,5020.6
20150617 10:25:35.600,5022.0,5022.0,5022.0,5022.0,324091,5022.0
20150617 10:25:36.100,5022.0,5022.0,5022.0,5022.0,324134,5022.0
20150617 10:25:36.600,5022.4,5022.4,5022.4,5022.4,324158,5022.4
20150617 10:25:37.100,5022.0,5022.0,5022.0,5022.0,324209,5022.0
20150617 10:25:37.600,5022.0,5022.0,5022.0,5022.0,324300,5022.0
20150617 10:25:38.100,5023.2,5023.2,5023.2,5023.2,324358,5023.2
20150617 10:25:38.600,5022.8,5022.8,5022.8,5022.8,324472,5022.8
20150617 10:25:39.100,5021.4,5021.4,5021.4,5021.4,324545,5021.4
20150617 10:25:39.600,5021.4,5021.4,5021.4,5021.4,324627,5021.4
20150617 10:25:40.100,5021.2,5021.2,5021.2,5021.2,324658,5021.2
20150617 10:25:40.600,5021.0,5021.0,5021.0,5021.0,324689,5021.0
20150617 10:25:41.100,5021.8,5021.8,5021.8,5021.8,324714,5021.8
20150617 10:25:41.600,5022.6,5022.6,5022.6,5022.6,324755,5022.6
20150617 10:25:42.100,5022.8,5022.8,5022.8,5022.8,324790,5022.8
20150617 10:25:42.600,5022.8,5022.8,5022.8,5022.8,324831,5022.8
20150617 10:25:43.100,5023.0,5023.0,5023.0,5023.0,324883,5023.0
20150617 10:25:43.600,5021.8,5021.8,5021.8,5021.8,324945,5021.8
20150617 10:25:44.100,5022.8,5022.8,5022.8,5022.8,325043,5022.8
20150617 10:25:44.600,5023.0,5023.0,5023.0,5023.0,325076,5023.0
20150617 10:25:45.100,5022.6,5022.6,5022.6,5022.6,325115,5022.6
20150617 10:25:45.600,5023.0,5023.0,5023.0,5023.0,325196,5023.0
20150617 10:25:46.100,5022.6,5022.6,5022.6,5022.6,325233,5022.6
20150617 10:25:46.600,5023.2,5023.2,5023.2,5023.2,325279,5023.2
20150617 10:25:47.100,5023.4,5023.4,5023.4,5023.4,325316,5023.4
20150617 10:25:47.600,5023.0,5023.0,5023.0,5023.0,325361,5023.0
20150617 10:25:48.100,5024.0,5024.0,5024.0,5024.0,325417,5024.0
20150617 10:25:48.600,5024.6,5024.6,5024.6,5024.6,325505,5024.6
20150617 10:25:49.100,5024.6,5024.6,5024.6,5024.6,325611,5024.6
20150617 10:25:49.600,5024.4,5024.4,5024.4,5024.4,325694,5024.4
20150617 10:25:50.100,5023.2,5023.2,5023.2,5023.2,325813,5023.2
20150617 10:25:50.600,5022.6,5022.6,5022.6,5022.6,325883,5022.6
20150617 10:25:51.100,5022.8,5022.8,5022.8,5022.8,325984,5022.8
20150617 10:25:51.600,5023.8,5023.8,5023.8,5023.8,326273,5023.8
20150617 10:25:52.100,5025.0,5025.0,5025.0,5025.0,326306,5025.0
20150617 10:25:52.600,5024.6,5024.6,5024.6,5024.6,326350,5024.6
20150617 10:25:53.100,5025.0,5025.0,5025.0,5025.0,326397,5025.0
20150617 10:25:53.600,5024.4,5024.4,5024.4,5024.4,326444,5024.4
20150617 10:25:54.100,5024.2,5024.2,5024.2,5024.2,326477,5024.2
20150617 10:25:54.600,5024.0,5024.0,5024.0,5024.0,326506,5024.0
20150617 10:25:55.100,5024.4,5024.4,5024.4,5024.4,326541,5024.4
20150617 10:25:55.600,5024.0,5024.0,5024.0,5024.0,326567,5024.0
20150617 10:25:56.100,5024.6,5024.6,5024.6,5024.6,326612,5024.6
20150617 10:25:56.600,5025.0,5025.0,5025.0,5025.0,326670,5025.0
20150617 10:25:57.100,5025.4,5025.4,5025.4,5025.4,326737,5025.4
20150617 10:25:57.600,5025.4,5025.4,5025.4,5025.4,326822,5025.4
20150617 10:25:58.100,5026.2,5026.2,5026.2,5026.2,326870,5026.2
20150617 10:25:58.600,5026.6,5026.6,5026.6,5026.6,326927,5026.6
20150617 10:25:59.100,5025.6,5025.6,5025.6,5025.6,327026,5025.6
20150617 10:25:59.600,5024.8,5024.8,5024.8,5024.8,327184,5024.8
20150617 10:26:00.100,5024.0,5024.0,5024.0,5024.0,327325,5024.0
20150617 10:26:00.600,5026.0,5026.0,5026.0,5026.0,327474,5026.0
20150617 10:26:01.100,5026.2,5026.2,5026.2,5026.2,327545,5026.2
20150617 10:26:01.600,5026.8,5026.8,5026.8,5026.8,327606,5026.8
20150617 10:26:02.100,5027.6,5027.6,5027.6,5027.6,327650,5027.6
20150617 10:26:02.600,5028.0,5028.0,5028.0,5028.0,327732,5028.0
20150617 10:26:03.100,5028.0,5028.0,5028.0,5028.0,327820,5028.0
20150617 10:26:03.600,5027.8,5027.8,5027.8,5027.8,327961,5027.8
20150617 10:26:04.100,5027.2,5027.2,5027.2,5027.2,328021,5027.2
20150617 10:26:04.600,5027.6,5027.6,5027.6,5027.6,328060,5027.6
20150617 10:26:05.100,5026.8,5026.8,5026.8,5026.8,328104,5026.8
20150617 10:26:05.600,5027.4,5027.4,5027.4,5027.4,328139,5027.4
20150617 10:26:06.100,5028.0,5028.0,5028.0,5028.0,328204,5028.0
20150617 10:26:06.600,5027.2,5027.2,5027.2,5027.2,328274,5027.2
20150617 10:26:07.100,5030.0,5030.0,5030.0,5030.0,328410,5030.0
20150617 10:26:07.600,5030.4,5030.4,5030.4,5030.4,328525,5030.4
20150617 10:26:08.100,5030.4,5030.4,5030.4,5030.4,328711,5030.4
20150617 10:26:08.600,5030.4,5030.4,5030.4,5030.4,328841,5030.4
20150617 10:26:09.100,5030.0,5030.0,5030.0,5030.0,328934,5030.0
20150617 10:26:09.600,5029.6,5029.6,5029.6,5029.6,329035,5029.6
20150617 10:26:10.100,5029.6,5029.6,5029.6,5029.6,329126,5029.6
20150617 10:26:10.600,5029.6,5029.6,5029.6,5029.6,329175,5029.6
20150617 10:26:11.100,5029.6,5029.6,5029.6,5029.6,329218,5029.6
20150617 10:26:11.600,5030.4,5030.4,5030.4,5030.4,329261,5030.4
20150617 10:26:12.100,5030.8,5030.8,5030.8,5030.8,329311,5030.8
20150617 10:26:12.600,5029.8,5029.8,5029.8,5029.8,329370,5029.8
20150617 10:26:13.100,5031.2,5031.2,5031.2,5031.2,329425,5031.2
20150617 10:26:13.600,5030.0,5030.0,5030.0,5030.0,329499,5030.0
20150617 10:26:14.100,5030.4,5030.4,5030.4,5030.4,329553,5030.4
20150617 10:26:14.600,5030.2,5030.2,5030.2,5030.2,329610,5030.2
20150617 10:26:15.100,5030.4,5030.4,5030.4,5030.4,329660,5030.4
20150617 10:26:15.600,5028.6,5028.6,5028.6,5028.6,329709,5028.6
20150617 10:26:16.100,5029.8,5029.8,5029.8,5029.8,329740,5029.8
20150617 10:26:16.600,5029.8,5029.8,5029.8,5029.8,329780,5029.8
20150617 10:26:17.100,5029.8,5029.8,5029.8,5029.8,329813,5029.8
20150617 10:26:17.600,5030.0,5030.0,5030.0,5030.0,329850,5030.0
20150617 10:26:18.100,5029.8,5029.8,5029.8,5029.8,329888,5029.8
20150617 10:26:18.600,5029.2,5029.2,5029.2,5029.2,329916,5029.2
20150617 10:26:19.100,5028.6,5028.6,5028.6,5028.6,329941,5028.6
20150617 10:26:19.600,5028.6,5028.6,5028.6,5028.6,329969,5028.6
20150617 10:26:20.100,5028.6,5028.6,5028.6,5028.6,330012,5028.6
20150617 10:26:20.600,5028.8,5028.8,5028.8,5028.8,330051,5028.8
20150617 10:26:21.100,5029.4,5029.4,5029.4,5029.4,330083,5029.4
20150617 10:26:21.600,5029.0,5029.0,5029.0,5029.0,330097,5029.0
20150617 10:26:22.100,5029.0,5029.0,5029.0,5029.0,330221,5029.0
20150617 10:26:22.600,5028.6,5028.6,5028.6,5028.6,330237,5028.6
20150617 10:26:23.100,5027.6,5027.6,5027.6,5027.6,330261,5027.6
20150617 10:26:23.600,5027.2,5027.2,5027.2,5027.2,330292,5027.2
20150617 10:26:24.100,5027.2,5027.2,5027.2,5027.2,330341,5027.2
20150617 10:26:24.600,5026.8,5026.8,5026.8,5026.8,330373,5026.8
20150617 10:26:25.100,5027.0,5027.0,5027.0,5027.0,330409,5027.0
20150617 10:26:25.600,5027.4,5027.4,5027.4,5027.4,330442,5027.4
20150617 10:26:26.100,5027.8,5027.8,5027.8,5027.8,330461,5027.8
20150617 10:26:26.600,5027.8,5027.8,5027.8,5027.8,330533,5027.8
20150617 10:26:27.100,5028.0,5028.0,5028.0,5028.0,330563,5028.0
20150617 10:26:27.600,5028.2,5028.2,5028.2,5028.2,330610,5028.2
20150617 10:26:28.100,5028.8,5028.8,5028.8,5028.8,330665,5028.8
20150617 10:26:28.600,5028.4,5028.4,5028.4,5028.4,330690,5028.4
20150617 10:26:29.100,5028.0,5028.0,5028.0,5028.0,330782,5028.0
20150617 10:26:29.600,5026.0,5026.0,5026.0,5026.0,330820,5026.0
20150617 10:26:30.100,5026.4,5026.4,5026.4,5026.4,330846,5026.4
20150617 10:26:30.600,5026.4,5026.4,5026.4,5026.4,330871,5026.4
20150617 10:26:31.100,5025.4,5025.4,5025.4,5025.4,330914,5025.4
20150617 10:26:31.600,5025.8,5025.8,5025.8,5025.8,330956,5025.8
20150617 10:26:32.100,5026.0,5026.0,5026.0,5026.0,331002,5026.0
20150617 10:26:32.600,5027.4,5027.4,5027.4,5027.4,331049,5027.4
20150617 10:26:33.100,5026.2,5026.2,5026.2,5026.2,331104,5026.2
20150617 10:26:33.600,5026.0,5026.0,5026.0,5026.0,331134,5026.0
20150617 10:26:34.100,5025.6,5025.6,5025.6,5025.6,331165,5025.6
20150617 10:26:34.600,5025.0,5025.0,5025.0,5025.0,331192,5025.0
20150617 10:26:35.100,5025.0,5025.0,5025.0,5025.0,331238,5025.0
20150617 10:26:35.600,5025.0,5025.0,5025.0,5025.0,331287,5025.0
20150617 10:26:36.100,5024.8,5024.8,5024.8,5024.8,331323,5024.8
20150617 10:26:36.600,5023.8,5023.8,5023.8,5023.8,331371,5023.8
20150617 10:26:37.100,5022.2,5022.2,5022.2,5022.2,331447,5022.2
20150617 10:26:37.600,5023.4,5023.4,5023.4,5023.4,331510,5023.4
20150617 10:26:38.100,5022.6,5022.6,5022.6,5022.6,331584,5022.6
20150617 10:26:38.600,5022.8,5022.8,5022.8,5022.8,331685,5022.8
20150617 10:26:39.100,5022.8,5022.8,5022.8,5022.8,331763,5022.8
20150617 10:26:39.600,5022.8,5022.8,5022.8,5022.8,331801,5022.8
20150617 10:26:40.100,5022.2,5022.2,5022.2,5022.2,331848,5022.2
20150617 10:26:40.600,5022.8,5022.8,5022.8,5022.8,331971,5022.8
20150617 10:26:41.100,5023.0,5023.0,5023.0,5023.0,332037,5023.0
20150617 10:26:41.600,5024.0,5024.0,5024.0,5024.0,332069,5024.0
20150617 10:26:42.100,5024.0,5024.0,5024.0,5024.0,332096,5024.0
20150617 10:26:42.600,5025.6,5025.6,5025.6,5025.6,332141,5025.6
20150617 10:26:43.100,5024.8,5024.8,5024.8,5024.8,332161,5024.8
20150617 10:26:43.600,5024.2,5024.2,5024.2,5024.2,332209,5024.2
20150617 10:26:44.100,5025.2,5025.2,5025.2,5025.2,332234,5025.2
20150617 10:26:44.600,5024.6,5024.6,5024.6,5024.6,332253,5024.6
20150617 10:26:45.100,5024.8,5024.8,5024.8,5024.8,332272,5024.8
20150617 10:26:45.600,5024.4,5024.4,5024.4,5024.4,332302,5024.4
20150617 10:26:46.100,5024.4,5024.4,5024.4,5024.4,332342,5024.4
20150617 10:26:46.600,5023.8,5023.8,5023.8,5023.8,332375,5023.8
20150617 10:26:47.100,5023.0,5023.0,5023.0,5023.0,332420,5023.0
20150617 10:26:47.600,5021.8,5021.8,5021.8,5021.8,332441,5021.8
20150617 10:26:48.100,5021.8,5021.8,5021.8,5021.8,332535,5021.8
20150617 10:26:48.600,5021.0,5021.0,5021.0,5021.0,332576,5021.0
